Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
351,Daniel Jr,br BRA,MF,Cruzeiro,20,2002,0.3,6,22.50,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
352,Luciano Juba,br BRA,"DF,MF",Bahia,23,1999,7.2,32,4.45,13,18,0,1,0,0,2,0.28,1,1,0,0,0,0,Matches
353,Juninho,br BRA,MF,América (MG),35,1987,32.5,97,2.99,78,1,5,8,3,2,9,0.28,8,0,0,0,1,0,Matches
354,Jussa,br BRA,MF,Cruzeiro,26,1996,19.6,22,1.12,20,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
355,Justen,br BRA,DF,Fluminense,19,2003,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
356,Kaiki,br BRA,"DF,FW",Cruzeiro,19,2003,2.5,5,1.97,3,0,1,0,1,0,2,0.79,0,0,1,0,1,0,Matches
357,Kaio,br BRA,"MF,FW",Coritiba,18,2004,9.8,31,3.16,15,2,3,0,11,0,1,0.10,1,0,0,0,0,0,Matches
358,Lucas Kal,br BRA,MF,América (MG),26,1996,13.7,29,2.11,29,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
359,Walter Kannemann,ar ARG,DF,Grêmio,31,1991,26.2,18,0.69,16,0,0,1,0,1,1,0.04,0,0,0,0,0,1,Matches
360,Kanu,br BRA,DF,Bahia,25,1997,32.3,24,0.74,19,0,0,5,0,0,2,0.06,0,0,0,2,0,0,Matches
361,Alan Kardec,br BRA,"FW,MF",Atlético Mineiro,34,1989,2.9,8,2.70,7,0,0,0,1,0,1,0.34,1,0,0,0,0,0,Matches
362,Kauan,br BRA,FW,Fortaleza,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
363,Vinicius Kaue,br BRA,"DF,MF",Ath Paranaense,19,2003,3.8,3,0.79,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
364,Kayque,br BRA,MF,Botafogo (RJ),22,2000,0.3,2,6.67,2,0,0,0,0,0,1,3.33,1,0,0,0,0,0,Matches
365,Renato Kayser,br BRA,"FW,MF",América (MG),26,1996,0.4,1,2.31,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
366,Keiller,br BRA,GK,Internacional,26,1996,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
367,John Kennedy,br BRA,"FW,MF",Fluminense,20,2002,15.2,57,3.74,25,0,19,6,6,1,3,0.20,0,0,2,0,1,0,Matches
368,Keno,br BRA,"FW,MF",Fluminense,33,1989,17.9,72,04.01,52,2,12,3,3,0,10,0.56,7,0,2,0,1,0,Matches
369,Kevin,br BRA,"FW,DF",Palmeiras,20,2003,2.6,6,2.32,3,0,1,1,1,0,1,0.39,0,0,0,0,1,0,Matches
370,Kevyson,br BRA,DF,Santos,18,2004,10.8,20,1.85,15,0,3,1,1,0,1,0.09,1,0,0,0,0,0,Matches
371,Khellven,br BRA,DF,Ath Paranaense,21,2001,11.1,26,2.35,16,8,1,1,0,0,4,0.36,4,0,0,0,0,0,Matches
372,Maurício Kozlinski,br BRA,GK,Fortaleza,31,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
373,Benjamín Kuscevic,cl CHI,DF,Coritiba,26,1996,22.5,8,0.36,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
374,Derik Lacerda,br BRA,"FW,MF",Cuiabá,23,1999,7.3,25,3.41,13,0,5,2,4,1,5,0.68,2,0,1,0,2,0,Matches
375,Ignacio Laquintana,uy URU,FW,Bragantino,23,1999,2.0,3,1.48,2,0,0,1,0,0,1,0.49,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
376,Thauan Lara,br BRA,"DF,MF",Internacional,19,2004,3.7,10,2.68,8,0,1,1,0,0,1,0.27,1,0,0,0,0,0,Matches
377,Lelê,br BRA,"FW,MF",Fluminense,25,1997,12.7,29,2.28,20,0,3,4,2,0,4,0.31,2,0,1,1,0,0,Matches
378,Mauricio Lemos,uy URU,DF,Atlético Mineiro,27,1995,24.6,12,0.49,11,0,0,1,0,0,3,0.12,3,0,0,0,0,0,Matches
379,Marcos Leonardo,br BRA,FW,Santos,19,2003,28.8,71,2.47,45,1,6,9,9,1,6,0.21,4,0,1,0,1,0,Matches
380,Lian,br BRA,MF,Grêmio,17,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
381,Lima,br BRA,"MF,FW",Fluminense,26,1996,28.1,69,2.45,51,5,5,5,2,1,10,0.36,3,1,2,3,1,0,Matches
382,Lucas Lima,br BRA,"MF,FW",Santos,32,1990,24.5,127,5.19,66,43,2,3,5,8,7,0.29,4,2,0,1,0,0,Matches
383,Leonardo Linck,br BRA,GK,Ath Paranaense,21,2001,5.0,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
384,Liziero,br BRA,MF,Coritiba,24,1998,6.5,13,2.00,11,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
385,Marcelo Lomba,br BRA,GK,Palmeiras,36,1986,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
386,José López,ar ARG,"FW,MF",Palmeiras,22,2000,6.6,24,3.65,15,0,2,2,4,1,1,0.15,1,0,0,0,0,0,Matches
387,Luan,br BRA,MF,São Paulo,23,1999,6.8,6,0.89,4,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
388,Lucão,br BRA,DF,Bragantino,24,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
389,Lucão,br BRA,GK,Bragantino,21,2001,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
390,Lucas,br BRA,DF,Santos,21,2001,6.8,11,1.62,8,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
391,Ayrton Lucas,br BRA,DF,Flamengo,25,1997,28.8,47,1.63,34,0,7,2,3,1,8,0.28,4,0,2,1,1,0,Matches
392,Jean Lucas,br BRA,MF,Santos,24,1998,20.1,85,4.23,52,20,7,5,1,0,6,0.30,4,1,0,1,0,0,Matches
393,Jhonny Lucas,br BRA,MF,Goiás,22,2000,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
394,João Lucas,br BRA,DF,Santos,24,1998,9.0,11,1.23,4,4,0,2,0,1,2,0.22,1,1,0,0,0,0,Matches
395,Ruan Lucas,br BRA,"MF,FW",Coritiba,18,2004,0.3,1,3.10,1,0,0,0,0,0,1,3.10,1,0,0,0,0,0,Matches
396,Ian Luccas,br BRA,MF,Cruzeiro,19,2003,5.3,10,1.87,7,0,0,1,1,1,1,0.19,1,0,0,0,0,0,Matches
397,Pedro Luccas,br BRA,GK,Coritiba,19,2004,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
398,Luciano,br BRA,"MF,FW",São Paulo,29,1993,23.5,81,3.45,56,1,8,10,5,1,5,0.21,2,0,0,3,0,0,Matches
399,Thomas Luciano,br BRA,DF,Grêmio,21,2002,3.5,3,0.87,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
400,Luis,br BRA,FW,Cruzeiro,17,2005,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
401,Filipe Luís,br BRA,DF,Flamengo,37,1985,5.9,11,1.88,11,0,0,0,0,0,2,0.34,2,0,0,0,0,0,Matches
402,Victor Luis,br BRA,DF,Coritiba,29,1993,17.4,40,2.30,26,11,0,0,3,0,4,0.23,2,2,0,0,0,0,Matches
403,David Luiz,br BRA,DF,Flamengo,35,1987,11.0,9,0.81,8,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
404,Wallisson Luiz,br BRA,MF,Cruzeiro,25,1997,4.4,13,2.98,9,0,4,0,0,0,1,0.23,1,0,0,0,0,0,Matches
405,Machado,br BRA,MF,Cruzeiro,27,1996,25.3,64,2.53,42,16,0,3,1,2,4,0.16,3,1,0,0,0,0,Matches
406,Imanol Machuca,ar ARG,FW,Fortaleza,23,2000,7.5,36,4.76,20,8,5,2,1,0,0,0.00,0,0,0,0,0,0,Matches
407,Mádson,br BRA,"DF,MF",Ath Paranaense,31,1992,14.8,40,2.71,29,5,1,4,1,0,5,0.34,5,0,0,0,0,0,Matches
408,João Magno,br BRA,FW,Goiás,25,1997,10.9,20,1.83,11,1,0,5,3,0,4,0.37,1,0,0,2,1,0,Matches
409,Maguinho,br BRA,DF,Goiás,30,1993,31.7,47,1.48,35,1,2,1,6,2,4,0.13,2,0,0,0,2,0,Matches
410,Pablo Maia,br BRA,MF,São Paulo,21,2002,28.7,59,02.05,50,0,1,5,1,2,3,0.10,0,0,1,2,0,0,Matches
411,Thiago Maia,br BRA,MF,Flamengo,25,1997,23.3,33,1.41,30,1,0,1,0,1,2,0.09,2,0,0,0,0,0,Matches
412,Maicon,br BRA,DF,Santos,34,1988,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
413,Maicon,br BRA,DF,Vasco da Gama,34,1988,13.9,13,0.93,11,1,0,1,0,0,3,0.22,2,0,0,1,0,0,Matches
414,Iago Maidana,br BRA,DF,América (MG),26,1996,24.0,10,0.42,8,0,0,1,0,1,1,0.04,1,0,0,0,0,0,Matches
415,Hugo Mallo,es ESP,DF,Internacional,31,1991,3.6,3,0.83,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
416,Léo Mana,br BRA,DF,Corinthians,18,2004,1.5,1,0.67,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
417,Alef Manga,br BRA,"FW,MF",Coritiba,28,1994,8.9,40,4.48,26,1,7,5,1,0,7,0.78,4,0,3,0,0,0,Matches
418,Manoel,br BRA,DF,Fluminense,32,1990,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
419,Fernando Marçal,br BRA,DF,Botafogo (RJ),33,1989,18.1,51,2.82,21,28,0,1,0,1,7,0.39,3,4,0,0,0,0,Matches
420,Marcelo,br BRA,DF,Fluminense,34,1988,14.7,82,5.57,50,16,6,5,3,2,7,0.48,4,1,0,2,0,0,Matches
421,Marcelo,br BRA,DF,Fortaleza,27,1996,12.0,8,0.67,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
422,João Marcelo,br BRA,DF,Cruzeiro,22,2000,1.8,2,1.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
423,Marcinho,br BRA,DF,América (MG),26,1996,8.9,18,02.03,14,2,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
424,Erick Marcus,br BRA,"MF,FW",Vasco da Gama,18,2004,4.4,22,4.96,15,1,1,1,4,0,2,0.45,2,0,0,0,0,0,Matches
425,Mariano,br BRA,DF,Atlético Mineiro,36,1986,17.4,22,1.27,19,3,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
426,Marinho,br BRA,"FW,DF",Flamengo,32,1990,0.9,3,3.29,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
427,Marinho,br BRA,"FW,MF",Fortaleza,32,1990,12.7,48,3.78,25,8,6,2,7,0,4,0.31,1,0,0,0,3,0,Matches
428,Marlon,br BRA,DF,Cruzeiro,25,1997,35.5,94,2.65,75,16,1,0,0,2,4,0.11,4,0,0,0,0,0,Matches
429,Marlon,br BRA,DF,América (MG),28,1994,18.6,41,2.21,29,8,1,0,2,1,2,0.11,1,1,0,0,0,0,Matches
430,Marlon,br BRA,DF,Fluminense,27,1995,10.4,9,0.87,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
431,Igor Marques,br BRA,DF,Cruzeiro,24,1999,1.3,6,4.54,6,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
432,Renato Marques,br BRA,"FW,MF",América (MG),19,2003,5.7,9,1.57,8,0,1,0,0,0,2,0.35,2,0,0,0,0,0,Matches
433,Juan Martín Lucero,ar ARG,FW,Fortaleza,31,1991,23.0,49,2.13,30,1,2,7,9,0,2,0.09,1,0,0,0,1,0,Matches
434,Martinelli,br BRA,"MF,DF",Fluminense,21,2001,20.9,50,2.39,40,1,3,2,1,3,7,0.33,7,0,0,0,0,0,Matches
435,Andre Martins,br BRA,"FW,MF",Grêmio,21,2001,4.1,11,2.69,7,0,1,2,0,1,0,0.00,0,0,0,0,0,0,Matches
436,Gustavo Martins Santos,br BRA,"DF,MF",Grêmio,20,2002,7.7,4,0.52,3,0,0,0,1,0,1,0.13,1,0,0,0,0,0,Matches
437,Gonzalo Mastriani,uy URU,FW,América (MG),29,1993,19.9,33,1.66,25,0,0,2,6,0,3,0.15,3,0,0,0,0,0,Matches
438,Matheusinho,br BRA,"MF,FW",América (MG),24,1998,2.5,11,4.30,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
439,Matheusinho,br BRA,DF,Cuiabá,24,1998,4.8,11,2.29,7,1,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
440,Matheuzinho,br BRA,DF,Flamengo,22,2000,6.9,10,1.45,9,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
441,Mauricio,br BRA,"FW,MF",Internacional,21,2001,19.6,65,3.31,52,1,4,4,4,0,10,0.51,8,0,0,1,1,0,Matches
442,Maycon,br BRA,MF,Corinthians,25,1997,26.7,47,1.76,41,3,0,2,0,1,6,0.22,5,1,0,0,0,0,Matches
443,Mayke,br BRA,"DF,FW",Palmeiras,30,1992,27.8,74,2.67,69,2,2,1,0,0,8,0.29,8,0,0,0,0,0,Matches
444,Gary Medel,cl CHI,"DF,MF",Vasco da Gama,35,1987,19.2,16,0.84,14,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
445,Bruno Melo,br BRA,DF,Goiás,30,1992,32.1,31,0.97,23,1,0,5,2,0,4,0.12,3,0,0,0,1,0,Matches
446,Felipe Melo,br BRA,DF,Fluminense,39,1983,11.0,11,0.98,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
447,Darlan Mendes,br BRA,MF,Grêmio,24,1998,0.5,1,2.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
448,Matheus Mendes,br BRA,GK,Atlético Mineiro,23,1999,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
449,Nathan Mendes,br BRA,DF,São Paulo,20,2002,13.1,15,1.15,12,0,2,1,0,0,1,0.08,0,0,1,0,0,0,Matches
450,Vitor Mendes,br BRA,DF,Fluminense,23,1999,1.2,2,1.67,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
451,Bruno Méndez,uy URU,DF,Corinthians,23,1999,18.3,17,0.93,16,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
452,Jhegson Méndez,ec ECU,MF,São Paulo,25,1997,4.1,7,1.70,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
453,Óscar Méndez,uy URU,MF,América (MG),28,1994,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
454,Stiven Mendoza,co COL,"FW,MF",Santos,30,1992,18.6,46,2.48,34,1,1,1,8,1,5,0.27,4,0,0,0,1,0,Matches
455,Gabriel Menino,br BRA,MF,Palmeiras,22,2000,17.7,78,4.41,53,11,4,4,4,2,7,0.40,2,4,1,0,0,0,Matches
456,Gabriel Mercado,ar ARG,DF,Internacional,35,1987,24.2,8,0.33,6,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches
457,Higor Meritão,br BRA,MF,Goiás,28,1994,2.5,1,0.40,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
458,Messias,br BRA,DF,Santos,28,1994,26.6,5,0.19,3,0,0,2,0,0,1,0.04,0,0,0,1,0,0,Matches
459,Bruno Mezenga,br BRA,"FW,MF",Santos,34,1988,1.9,2,01.07,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
460,Carlos Miguel,br BRA,GK,Corinthians,24,1998,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
461,Fernando Miguel,br BRA,GK,Fortaleza,37,1985,5.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
462,Mikael,br BRA,FW,América (MG),23,1999,1.7,6,3.51,3,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
463,Lucas Milla,br BRA,MF,Grêmio,20,2003,3.4,4,1.18,2,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
464,Mina,br BRA,DF,Goiás,19,2003,0.5,1,2.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
465,Lucas Mineiro,br BRA,MF,Cuiabá,26,1996,6.8,14,02.06,13,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
466,Vinicius Mingotti,br BRA,FW,Bahia,23,2000,7.3,12,1.64,9,0,0,2,1,0,1,0.14,0,0,0,1,0,0,Matches
467,Miranda,br BRA,DF,Vasco da Gama,23,2000,4.3,7,1.63,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
468,Moises,br BRA,"MF,FW",Fortaleza,26,1996,4.1,15,3.68,7,0,4,4,0,0,4,0.98,0,0,2,2,0,0,Matches
469,Rodrigo Moledo,br BRA,DF,Internacional,35,1987,5.3,5,0.94,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
470,Rafael Monteiro,br BRA,MF,Fluminense,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
471,Júnior Moraes,ua UKR,DF,Corinthians,35,1987,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
472,João Moreira,pt POR,DF,São Paulo,18,2004,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
473,Everton Morelli,br BRA,MF,Goiás,25,1997,28.7,48,1.67,37,1,1,3,6,0,3,0.10,1,0,1,1,0,0,Matches
474,Alfredo Morelos,co COL,"FW,MF",Santos,26,1996,0.9,5,5.84,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
475,Marcelino Moreno,ar ARG,MF,Coritiba,28,1994,25.6,126,4.92,76,25,13,5,5,2,16,0.62,10,2,1,2,1,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
476,Gabriel Moscardo,br BRA,MF,Corinthians,17,2005,12.6,14,1.11,10,0,2,1,0,1,3,0.24,1,0,1,1,0,0,Matches
477,Henry Mosquera,co COL,"FW,MF",Bragantino,21,2001,11.8,58,4.92,38,0,11,6,3,0,7,0.59,3,0,2,2,0,0,Matches
478,Gustavo Mosquito,br BRA,"FW,MF",Corinthians,25,1997,3.4,7,02.05,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
479,Hugo Moura,br BRA,MF,Ath Paranaense,25,1998,14.7,11,0.74,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
480,Lucas Moura,br BRA,"FW,MF",São Paulo,30,1992,9.6,34,3.53,19,4,4,0,7,0,0,0.00,0,0,0,0,0,0,Matches
481,Neto Moura,br BRA,MF,Cruzeiro,26,1996,5.5,15,2.71,12,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
482,Lucas Mugni,ar ARG,"MF,FW",Bahia,31,1992,4.0,13,3.27,11,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
483,Murillo,br BRA,DF,Corinthians,20,2002,12.9,14,01.08,10,0,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
484,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,24,1998,12.5,32,2.56,25,3,2,0,2,0,0,0.00,0,0,0,0,0,0,Matches
485,Bruno Nascimento,br BRA,"FW,MF",Cruzeiro,25,1997,31.3,119,3.80,76,9,15,8,11,0,8,0.26,4,0,3,0,1,0,Matches
486,Matheus Nascimento,br BRA,"FW,MF",Botafogo (RJ),18,2004,1.1,2,1.84,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
487,Nata,br BRA,"FW,DF",Grêmio,21,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Natan,br BRA,DF,Bragantino,21,2001,9.3,3,0.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
489,Natanael,br BRA,DF,Coritiba,21,2002,27.8,40,1.44,33,5,1,1,0,0,3,0.11,3,0,0,0,0,0,Matches
490,Nathan,br BRA,DF,Santos,21,2001,5.5,10,1.83,9,0,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
491,Nathan,br BRA,"MF,FW",Grêmio,26,1996,7.6,29,3.81,22,1,1,2,1,2,4,0.53,2,0,0,1,0,1,Matches
492,Rafael Navarro,br BRA,FW,Palmeiras,22,2000,1.4,5,3.60,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
493,Kaiky Naves,br BRA,"DF,FW",Palmeiras,20,2002,5.8,5,0.85,5,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
494,Felipe Negrucci,br BRA,MF,São Paulo,18,2004,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
495,Emerson Negueba,br BRA,FW,Cuiabá,22,2000,5.4,10,1.86,6,0,2,1,1,0,1,0.19,1,0,0,0,0,0,Matches
496,Neris,br BRA,DF,Cruzeiro,30,1992,23.5,14,0.60,12,0,0,2,0,0,2,0.09,1,0,0,1,0,0,Matches
497,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,22,2000,16.1,56,3.48,38,1,10,3,3,1,3,0.19,1,0,1,1,0,0,Matches
498,João Neto,br BRA,"MF,DF",Fluminense,19,2003,0.6,1,1.73,1,0,0,0,0,0,1,1.73,1,0,0,0,0,0,Matches
499,Gabriel Neves,uy URU,MF,São Paulo,25,1997,10.7,25,2.33,23,1,0,0,0,1,3,0.28,3,0,0,0,0,0,Matches
500,Newton,br BRA,MF,Botafogo (RJ),22,2000,0.1,1,11.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
501,Nicolas,br BRA,DF,América (MG),25,1997,8.0,15,1.87,9,5,0,1,0,0,1,0.12,1,0,0,0,0,0,Matches
502,Nikão,br BRA,"FW,MF",Cruzeiro,30,1992,8.9,46,5.19,34,7,3,0,2,0,5,0.56,4,1,0,0,0,0,Matches
503,Nino,br BRA,DF,Fluminense,25,1997,23.9,24,1.00,18,0,0,4,1,1,0,0.00,0,0,0,0,0,0,Matches
504,Freddy Noguera,py PAR,FW,Grêmio,19,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
505,Nonato,br BRA,MF,Santos,24,1998,7.3,14,1.91,9,0,1,0,3,1,0,0.00,0,0,0,0,0,0,Matches
506,Gabriel Novaes,br BRA,FW,Goiás,23,1999,1.1,1,0.95,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
507,Ruan Oliveira Ferreira,br BRA,"MF,FW",Corinthians,22,2000,9.8,30,03.05,17,7,3,1,1,1,3,0.31,2,0,0,0,1,0,Matches
508,Lucas Oliveira,br BRA,DF,Cruzeiro,26,1996,14.6,13,0.89,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
509,Pedro Oliveira,br BRA,"FW,MF",Goiás,18,2004,2.2,8,3.69,6,0,1,0,0,1,1,0.46,1,0,0,0,0,0,Matches
510,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,27,1995,28.3,171,06.05,111,29,18,8,2,3,17,0.60,13,2,1,1,0,0,Matches
511,Luca Orellano,ar ARG,"FW,MF",Vasco da Gama,22,2000,6.9,28,04.03,17,3,4,0,4,0,4,0.58,2,0,2,0,0,0,Matches
512,Leo Ortiz,br BRA,DF,Bragantino,27,1996,17.8,28,1.57,26,0,0,2,0,0,2,0.11,2,0,0,0,0,0,Matches
513,Otávio,br BRA,MF,Atlético Mineiro,28,1994,25.6,37,1.44,34,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
514,João Othavio Basso,br BRA,DF,Santos,26,1997,12.8,8,0.63,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
515,Luis Oyama,br BRA,MF,Goiás,26,1997,6.2,9,1.44,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
516,Pablinho,br BRA,FW,Cuiabá,19,2003,0.4,1,2.65,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
517,Pablo,br BRA,FW,Ath Paranaense,30,1992,15.5,43,2.77,31,1,3,8,0,0,3,0.19,2,0,0,1,0,0,Matches
518,Pablo,br BRA,DF,Flamengo,31,1991,4.7,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
519,Bruno Pacheco,br BRA,DF,Fortaleza,31,1991,29.7,59,1.99,39,10,1,2,6,1,7,0.24,5,1,0,1,0,0,Matches
520,Helibelton Palacios,co COL,DF,Cruzeiro,29,1993,7.0,6,0.86,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
521,Julián Palacios,ar ARG,"FW,MF",Goiás,23,1999,18.1,95,5.24,58,18,5,4,10,0,8,0.44,4,1,0,1,2,0,Matches
522,Nino Paraíba,br BRA,DF,América (MG),37,1986,2.2,8,3.64,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
523,Mateus Pasinato,br BRA,GK,América (MG),30,1992,10.0,1,0.10,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
524,Weslley Patati,br BRA,"FW,MF",Santos,19,2003,1.5,6,3.94,3,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
525,Alexandre Pato,br BRA,"FW,MF",São Paulo,33,1989,1.8,4,2.22,3,0,0,1,0,0,2,1.11,1,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
526,Patrick,br BRA,"MF,FW",Atlético Mineiro,30,1992,6.2,14,2.26,6,1,3,0,3,1,1,0.16,0,0,0,0,1,0,Matches
527,Alan Patrick,br BRA,"MF,FW",Internacional,31,1991,27.2,112,4.11,81,17,6,2,3,3,11,0.40,8,1,0,1,1,0,Matches
