Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
480,Lucas Moura,br BRA,"FW,MF",São Paulo,30,1992,9.6,262,359,73,3825,1133,144,169,85.2,94,127,74,12,30,40,0,0.5,1,-0.5,13,26,9,0,46,Matches
481,Neto Moura,br BRA,MF,Cruzeiro,26,1996,5.5,221,261,84.7,4309,1330,86,103,83.5,98,107,91.6,36,39,92.3,0,0.5,0.6,-0.5,5,32,6,2,32,Matches
482,Lucas Mugni,ar ARG,"MF,FW",Bahia,31,1992,4,154,210,73.3,2354,898,79,91,86.8,58,77,75.3,9,28,32.1,0,0.3,0.3,-0.3,4,17,5,2,23,Matches
483,Murillo,br BRA,DF,Corinthians,20,2002,12.9,566,700,80.9,11213,4368,178,202,88.1,326,365,89.3,56,118,47.5,0,0.6,0.3,-0.6,4,49,4,0,46,Matches
484,Andrey Ramos do Nascimento,br BRA,MF,Coritiba,24,1998,12.5,607,705,86.1,10742,3607,277,310,89.4,256,282,90.8,60,85,70.6,0,1.3,1.6,-1.3,13,63,10,3,89,Matches
485,Bruno Nascimento,br BRA,"FW,MF",Cruzeiro,25,1997,31.3,690,971,71.1,10247,2825,399,472,84.5,213,291,73.2,48,93,51.6,4,4.3,4.4,-0.3,46,56,48,6,123,Matches
486,Matheus Nascimento,br BRA,"FW,MF",Botafogo (RJ),18,2004,1.1,12,17,70.6,143,29,8,9,88.9,2,2,100,0,0,,0,0.4,0,-0.4,2,1,0,0,2,Matches
487,Nata,br BRA,"FW,DF",Grêmio,21,2001,0.2,11,12,91.7,199,95,4,4,100,7,8,87.5,0,0,,0,0,0,0,0,0,0,0,1,Matches
488,Natan,br BRA,DF,Bragantino,21,2001,9.3,306,393,77.9,6558,2465,81,96,84.4,178,207,86,45,83,54.2,0,0,0.1,0,0,26,0,0,34,Matches
489,Natanael,br BRA,DF,Coritiba,21,2002,27.8,944,1224,77.1,14980,6302,505,590,85.6,363,454,80,59,114,51.8,1,1.6,1.6,-0.6,16,58,21,10,79,Matches
490,Nathan,br BRA,DF,Santos,21,2001,5.5,178,228,78.1,2573,1131,103,112,92,60,83,72.3,9,16,56.3,0,0.6,0.3,-0.6,2,5,3,1,14,Matches
491,Nathan,br BRA,"MF,FW",Grêmio,26,1996,7.6,260,318,81.8,3898,850,145,164,88.4,86,104,82.7,17,28,60.7,1,1.1,0.9,-0.1,13,26,5,0,39,Matches
492,Rafael Navarro,br BRA,FW,Palmeiras,22,2000,1.4,27,35,77.1,371,90,15,17,88.2,12,13,92.3,0,0,,0,0.1,0.1,-0.1,2,2,2,0,6,Matches
493,Kaiky Naves,br BRA,"DF,FW",Palmeiras,20,2002,5.8,235,269,87.4,4912,2119,62,66,93.9,140,153,91.5,32,44,72.7,0,0,0,0,2,12,0,0,12,Matches
494,Felipe Negrucci,br BRA,MF,São Paulo,18,2004,0.2,7,7,100,80,41,6,6,100,1,1,100,0,0,,0,0,0,0,0,1,0,0,1,Matches
495,Emerson Negueba,br BRA,FW,Cuiabá,22,2000,5.4,107,143,74.8,1289,291,64,75,85.3,31,42,73.8,1,6,16.7,0,0,0.1,0,1,5,1,0,11,Matches
496,Neris,br BRA,DF,Cruzeiro,30,1992,23.5,841,1008,83.4,17360,7016,256,291,88,461,512,90,118,178,66.3,1,0.7,0.4,0.3,3,68,5,1,89,Matches
497,Rodrigo Nestor,br BRA,"MF,FW",São Paulo,22,2000,16.1,544,667,81.6,8834,2051,281,314,89.5,190,227,83.7,51,68,75,2,4.6,3.2,-2.6,26,44,20,6,65,Matches
498,João Neto,br BRA,"MF,DF",Fluminense,19,2003,0.6,20,21,95.2,297,72,9,9,100,10,10,100,0,0,,0,0,0.1,0,0,1,2,2,2,Matches
499,Gabriel Neves,uy URU,MF,São Paulo,25,1997,10.7,731,843,86.7,12659,3416,338,368,91.8,290,314,92.4,78,106,73.6,0,0.2,0.4,-0.2,9,108,3,1,85,Matches
500,Newton,br BRA,MF,Botafogo (RJ),22,2000,0.1,7,7,100,142,7,2,2,100,5,5,100,0,0,,0,0,0,0,1,0,0,0,1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
501,Nicolas,br BRA,DF,América (MG),25,1997,8,188,287,65.5,3159,1769,102,123,82.9,63,92,68.5,17,45,37.8,1,0.2,0.2,0.8,7,13,3,1,18,Matches
502,Nikão,br BRA,"FW,MF",Cruzeiro,30,1992,8.9,283,381,74.3,4813,1275,147,171,86,100,118,84.7,33,68,48.5,3,2.4,2.1,0.6,26,22,19,3,43,Matches
503,Nino,br BRA,DF,Fluminense,25,1997,23.9,1566,1718,91.2,27629,8884,677,705,96,748,780,95.9,124,197,62.9,0,0.5,0.8,-0.5,9,113,4,1,108,Matches
504,Freddy Noguera,py PAR,FW,Grêmio,19,2004,0.3,2,3,66.7,31,0,1,1,100,1,2,50,0,0,,0,0,0,0,0,0,0,0,0,Matches
505,Nonato,br BRA,MF,Santos,24,1998,7.3,205,251,81.7,3042,863,103,116,88.8,83,102,81.4,9,12,75,0,0.2,0.5,-0.2,3,15,7,0,24,Matches
506,Gabriel Novaes,br BRA,FW,Goiás,23,1999,1.1,13,18,72.2,167,27,9,12,75,2,2,100,1,2,50,0,0,0,0,0,0,1,0,2,Matches
507,Ruan Oliveira Ferreira,br BRA,"MF,FW",Corinthians,22,2000,9.8,249,350,71.1,4036,1183,128,151,84.8,85,113,75.2,25,51,49,1,1.2,1.5,-0.2,14,23,9,4,30,Matches
508,Lucas Oliveira,br BRA,DF,Cruzeiro,26,1996,14.6,645,782,82.5,13730,5421,152,176,86.4,409,440,93,82,150,54.7,0,0.2,0.4,-0.2,4,66,4,1,67,Matches
509,Pedro Oliveira,br BRA,"FW,MF",Goiás,18,2004,2.2,31,39,79.5,440,133,18,21,85.7,11,11,100,1,2,50,0,0.1,0,-0.1,4,3,1,0,5,Matches
510,Cauly Oliveira Souza,br BRA,"MF,FW",Bahia,27,1995,28.3,1028,1384,74.3,15983,5089,533,645,82.6,354,449,78.8,81,173,46.8,7,5.8,5.8,1.2,77,141,54,7,199,Matches
511,Luca Orellano,ar ARG,"FW,MF",Vasco da Gama,22,2000,6.9,195,278,70.1,3030,834,105,122,86.1,64,86,74.4,14,43,32.6,1,1,2.2,0,11,12,19,5,35,Matches
512,Leo Ortiz,br BRA,DF,Bragantino,27,1996,17.8,896,1072,83.6,19560,9357,259,290,89.3,467,525,89,162,235,68.9,0,0.6,1,-0.6,10,136,13,1,142,Matches
513,Otávio,br BRA,MF,Atlético Mineiro,28,1994,25.6,1311,1450,90.4,23396,7322,563,592,95.1,616,666,92.5,111,153,72.5,0,0.4,0.7,-0.4,11,155,5,1,135,Matches
514,João Othavio Basso,br BRA,DF,Santos,26,1997,12.8,531,649,81.8,10433,3893,177,203,87.2,290,326,89,60,109,55,0,0.2,0.4,-0.2,1,41,1,1,43,Matches
515,Luis Oyama,br BRA,MF,Goiás,26,1997,6.2,195,237,82.3,3874,854,67,73,91.8,83,90,92.2,35,52,67.3,0,0.2,0.5,-0.2,4,21,4,0,33,Matches
516,Pablinho,br BRA,FW,Cuiabá,19,2003,0.4,6,7,85.7,60,10,4,5,80,1,1,100,0,0,,0,0,0,0,0,0,0,0,1,Matches
517,Pablo,br BRA,FW,Ath Paranaense,30,1992,15.5,338,442,76.5,5487,1090,175,216,81,123,147,83.7,30,45,66.7,2,1.6,1,0.4,26,21,11,4,36,Matches
518,Pablo,br BRA,DF,Flamengo,31,1991,4.7,283,313,90.4,4884,1429,104,112,92.9,161,171,94.2,14,25,56,0,0,0,0,0,13,0,0,7,Matches
519,Bruno Pacheco,br BRA,DF,Fortaleza,31,1991,29.7,1018,1313,77.5,16595,6635,533,594,89.7,386,490,78.8,72,148,48.6,3,1.9,1.9,1.1,21,101,29,11,133,Matches
520,Helibelton Palacios,co COL,DF,Cruzeiro,29,1993,7,210,282,74.5,3009,1440,129,146,88.4,67,96,69.8,11,20,55,0,0.1,0.2,-0.1,2,17,3,1,27,Matches
521,Julián Palacios,ar ARG,"FW,MF",Goiás,23,1999,18.1,420,596,70.5,7164,2694,211,250,84.4,140,184,76.1,51,101,50.5,1,2.9,3.8,-1.9,51,41,37,16,98,Matches
522,Nino Paraíba,br BRA,DF,América (MG),37,1986,2.2,81,109,74.3,1535,675,38,45,84.4,27,37,73,12,20,60,0,0.5,0.5,-0.5,5,9,8,7,19,Matches
523,Mateus Pasinato,br BRA,GK,América (MG),30,1992,10,184,246,74.8,5679,4441,27,27,100,84,86,97.7,73,131,55.7,0,0,0,0,0,5,0,0,0,Matches
524,Weslley Patati,br BRA,"FW,MF",Santos,19,2003,1.5,47,65,72.3,824,167,25,27,92.6,15,22,68.2,6,10,60,0,0.1,0.2,-0.1,2,4,3,0,8,Matches
525,Alexandre Pato,br BRA,"FW,MF",São Paulo,33,1989,1.8,38,54,70.4,504,122,26,30,86.7,7,12,58.3,3,8,37.5,0,0.3,0.1,-0.3,2,3,6,1,9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
526,Patrick,br BRA,"MF,FW",Atlético Mineiro,30,1992,6.2,260,322,80.7,3915,991,152,172,88.4,90,115,78.3,15,21,71.4,0,1.5,1,-1.5,4,14,8,4,22,Matches
527,Alan Patrick,br BRA,"MF,FW",Internacional,31,1991,27.2,973,1246,78.1,16094,4304,472,553,85.4,389,473,82.2,82,148,55.4,5,5.2,5.9,-0.2,67,102,51,8,159,Matches
528,Luan Patrick,br BRA,DF,Bragantino,21,2002,12.4,516,612,84.3,10912,3927,146,162,90.1,285,310,91.9,82,129,63.6,1,1.2,0.8,-0.2,5,39,1,1,42,Matches
529,Patryck,br BRA,DF,São Paulo,20,2003,4.2,126,177,71.2,2099,695,66,77,85.7,50,69,72.5,9,16,56.3,0,0,0.1,0,2,9,2,2,4,Matches
530,Giuliano de Paula,br BRA,"MF,FW",Corinthians,32,1990,18.1,789,908,86.9,11971,3040,413,442,93.4,296,341,86.8,48,65,73.8,1,0.8,0.9,0.2,15,69,9,0,97,Matches
531,Jair Paula,br BRA,DF,Santos,17,2005,0.4,13,17,76.5,296,91,1,1,100,11,11,100,1,4,25,0,0.1,0,-0.1,1,2,1,0,3,Matches
532,Paulinho,br BRA,DF,América (MG),18,2004,0.3,15,16,93.8,275,74,9,9,100,4,4,100,2,3,66.7,0,0,0,0,0,0,0,0,1,Matches
533,Paulinho,br BRA,"FW,MF",Atlético Mineiro,22,2000,33.2,854,1050,81.3,11117,2423,544,631,86.2,225,262,85.9,29,39,74.4,2,2.5,2.8,-0.5,36,61,30,3,77,Matches
534,Paulinho,br BRA,MF,Vasco da Gama,26,1997,18.2,794,945,84,13612,3909,382,417,91.6,325,381,85.3,72,105,68.6,2,1.7,1.8,0.3,28,119,19,5,124,Matches
535,Paulinho,br BRA,DF,Vasco da Gama,17,2005,0.5,,,,,,,,,,,,,,,0,,,,,,,,,Matches
536,Paulinho,br BRA,"MF,FW",Corinthians,34,1988,1.6,53,64,82.8,908,157,27,29,93.1,19,22,86.4,7,11,63.6,0,0.3,0.1,-0.3,2,3,2,0,5,Matches
537,Caio Paulista,br BRA,DF,São Paulo,24,1998,23.1,1204,1391,86.6,17621,4562,699,745,93.8,434,494,87.9,41,59,69.5,2,1.9,2.4,0.1,24,66,23,8,121,Matches
538,Wellington Paulista,br BRA,FW,América (MG),38,1984,2.5,30,40,75,371,88,15,18,83.3,10,16,62.5,1,1,100,0,0.1,0.6,-0.1,1,3,1,0,5,Matches
539,João Paulo,br BRA,GK,Santos,27,1995,35.7,611,914,66.8,17959,13366,116,118,98.3,254,257,98.8,232,529,43.9,0,0,0.1,0,1,11,1,0,1,Matches
540,Marcos Paulo,br BRA,"FW,MF",São Paulo,21,2001,5.9,153,204,75,2348,687,88,100,88,44,59,74.6,14,24,58.3,1,1.5,1.1,-0.5,18,11,11,0,25,Matches
541,Cristian Pavón,ar ARG,"FW,MF",Atlético Mineiro,27,1996,21.5,740,968,76.4,10936,2258,448,510,87.8,224,299,74.9,44,85,51.8,8,3.9,3.2,4.1,39,44,21,6,62,Matches
542,Dimitri Payet,fr FRA,"MF,FW",Vasco da Gama,35,1987,8.9,314,444,70.7,5438,1201,159,186,85.5,107,141,75.9,38,93,40.9,1,2.4,2,-1.4,16,22,11,3,42,Matches
543,Pedrinho,br BRA,"FW,MF",América (MG),23,1999,4.6,88,127,69.3,1461,451,43,52,82.7,33,44,75,8,16,50,0,0.4,0.5,-0.4,4,8,7,4,20,Matches
544,Pedrinho,br BRA,"DF,MF",Ath Paranaense,20,2002,4,155,200,77.5,2466,917,79,92,85.9,65,82,79.3,8,18,44.4,0,0.1,0.2,-0.1,3,11,4,1,10,Matches
545,Pedrinho,br BRA,"MF,FW",Atlético Mineiro,24,1998,7,339,411,82.5,5614,1654,167,175,95.4,132,154,85.7,30,56,53.6,2,1.4,1.8,0.6,15,67,15,5,70,Matches
546,Pedrinho,br BRA,FW,Flamengo,19,2003,0.2,3,9,33.3,59,23,0,1,0,3,5,60,0,1,0,0,0,0,0,0,0,1,0,1,Matches
547,Pedro,br BRA,FW,Flamengo,25,1997,23.9,300,392,76.5,4181,943,183,220,83.2,82,103,79.6,15,20,75,0,0.9,1.4,-0.9,22,29,16,0,49,Matches
548,João Pedro,br BRA,FW,Cruzeiro,19,2003,0.1,1,2,50,12,0,1,2,50,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
549,João Pedro,it ITA,FW,Grêmio,30,1992,6.8,85,125,68,1130,236,62,78,79.5,15,27,55.6,6,10,60,1,0.3,0.1,0.7,5,3,2,1,6,Matches
550,João Pedro,br BRA,DF,Grêmio,26,1996,23.1,821,1065,77.1,12585,5775,453,519,87.3,302,384,78.6,46,107,43,1,1.2,1.1,-0.2,17,79,20,6,113,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
551,João Pedro Pepê,br BRA,MF,Grêmio,25,1998,15.5,657,775,84.8,10716,3703,317,351,90.3,257,288,89.2,58,91,63.7,1,0.6,0.9,0.4,9,75,8,3,87,Matches
552,Jean Pedroso,br BRA,DF,Coritiba,19,2004,6.5,234,284,82.4,4578,1512,73,78,93.6,135,150,90,25,51,49,0,0,0.1,0,0,13,2,0,18,Matches
553,Matheus Peixoto,br BRA,FW,Goiás,27,1995,9.8,111,156,71.2,1567,273,60,79,75.9,36,43,83.7,6,8,75,1,1.6,0.4,-0.6,8,8,1,0,11,Matches
554,Léo Pelé,br BRA,DF,Vasco da Gama,26,1996,30.2,1407,1623,86.7,25074,9466,597,629,94.9,668,733,91.1,124,215,57.7,0,0.3,0.6,-0.3,7,131,5,1,129,Matches
555,Carlos de Pena,uy URU,"MF,FW",Internacional,30,1992,15.8,566,741,76.4,9448,2556,283,324,87.3,221,280,78.9,47,92,51.1,0,0.9,1.6,-0.9,14,58,7,2,83,Matches
556,Léo Pereira,br BRA,DF,Flamengo,27,1996,29.4,1851,2098,88.2,34833,12684,713,774,92.1,920,983,93.6,198,289,68.5,1,0.4,0.8,0.6,12,185,12,2,177,Matches
557,Matheus Pereira,pt POR,"FW,MF",Cruzeiro,26,1996,11.4,447,607,73.6,6710,2015,260,295,88.1,127,167,76,36,91,39.6,1,2.8,3.3,-1.8,22,61,16,1,60,Matches
558,Bruno Peres,br BRA,"DF,MF",Ath Paranaense,32,1990,1.7,71,86,82.6,1298,312,32,35,91.4,29,33,87.9,9,13,69.2,0,0.2,0.2,-0.2,1,4,0,0,3,Matches
559,Lucas Perri,br BRA,GK,Botafogo (RJ),25,1997,37.5,704,1072,65.7,22215,16835,119,120,99.2,254,259,98.1,325,682,47.7,0,0.1,0,-0.1,1,18,0,0,2,Matches
560,Lucas Piazon,br BRA,FW,Botafogo (RJ),29,1994,0.2,6,6,100,88,45,3,3,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,Matches
561,Yago Pikachu,br BRA,"FW,MF",Fortaleza,30,1992,19.5,468,621,75.4,7631,2223,248,288,86.1,159,209,76.1,46,78,59,1,2.8,3.2,-1.8,30,43,17,6,62,Matches
562,Rodrigo Pinho,br BRA,FW,Coritiba,31,1991,4.3,46,71,64.8,646,129,25,32,78.1,13,22,59.1,3,4,75,0,0.2,0,-0.2,4,5,0,0,4,Matches
563,Joaquín Piquerez,uy URU,DF,Palmeiras,24,1998,28.1,1225,1530,80.1,21285,6523,593,659,90,510,618,82.5,108,185,58.4,5,3.7,3.3,1.3,28,105,33,19,128,Matches
564,Gabriel Pirani,br BRA,"MF,FW",Fluminense,20,2002,4.4,139,165,84.2,1597,297,82,95,86.3,35,37,94.6,3,4,75,0,0,0.2,0,0,5,1,0,6,Matches
565,Rafael Pires,br BRA,GK,São Paulo,33,1989,33,791,999,79.2,20537,13047,174,174,100,378,381,99.2,233,436,53.4,0,0,0,0,0,7,0,0,0,Matches
566,Lucas Piton,br BRA,DF,Vasco da Gama,22,2000,36.5,1461,1959,74.6,24500,9663,752,829,90.7,558,721,77.4,127,280,45.4,4,4.9,6.1,-0.9,61,114,67,51,147,Matches
567,Isidro Pitta,py PAR,FW,Cuiabá,23,1999,9.1,156,237,65.8,2051,382,91,121,75.2,45,70,64.3,6,14,42.9,1,0.4,0.5,0.6,6,9,6,1,21,Matches
568,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,26,1996,22.1,614,851,72.2,11153,3330,276,320,86.3,241,302,79.8,80,162,49.4,3,3.9,3.4,-0.9,43,74,25,12,107,Matches
569,Luan Polli,br BRA,GK,Coritiba,29,1993,4.3,72,108,66.7,2416,2064,12,12,100,32,32,100,28,64,43.8,0,0,0,0,1,4,0,0,0,Matches
570,Wesley Pombo,br BRA,MF,Coritiba,20,2002,0.6,9,12,75,106,20,8,9,88.9,1,1,100,0,0,,0,0.1,0,-0.1,2,2,0,0,0,Matches
571,Mateo Ponte,uy URU,DF,Botafogo (RJ),19,2003,0.2,8,10,80,147,71,3,4,75,4,4,100,1,2,50,0,0,0,0,0,2,0,0,0,Matches
572,William Pottker,br BRA,"FW,MF",Coritiba,29,1993,1.3,28,40,70,391,134,18,20,90,7,11,63.6,2,3,66.7,0,0.1,0,-0.1,1,2,0,0,2,Matches
573,Bruno Praxedes,br BRA,MF,Vasco da Gama,20,2002,14.9,517,657,78.7,8766,1949,256,303,84.5,207,243,85.2,46,72,63.9,2,1,0.4,1,9,61,10,0,77,Matches
574,Bruno Praxedes,br BRA,MF,Bragantino,20,2002,0.1,3,4,75,74,0,2,2,100,0,1,0,1,1,100,0,0,0,0,0,0,0,0,0,Matches
575,Erick Pulgar,cl CHI,MF,Flamengo,29,1994,22.2,1210,1373,88.1,19207,5991,604,661,91.4,498,547,91,64,92,69.6,3,1.9,2.2,1.1,16,147,10,1,137,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
576,Nicolás Quagliata,uy URU,"FW,MF",Cuiabá,23,1999,2.6,111,147,75.5,1641,454,70,77,90.9,35,43,81.4,5,16,31.3,0,0.4,0.3,-0.4,6,8,1,1,7,Matches
577,Du Queiroz,br BRA,"MF,DF",Corinthians,23,2000,2,67,85,78.8,991,382,42,44,95.5,22,28,78.6,3,9,33.3,0,0,0,0,1,5,0,0,7,Matches
578,Yani Quintero,co COL,MF,Bragantino,20,2002,1.1,44,53,83,857,186,16,17,94.1,17,20,85,9,12,75,0,0,0,0,0,4,1,0,7,Matches
579,Igor Rabello,br BRA,DF,Atlético Mineiro,27,1995,7.7,293,365,80.3,5459,2186,106,115,92.2,154,175,88,24,64,37.5,0,0.1,0.1,-0.1,2,22,1,0,22,Matches
580,Rafael,br BRA,DF,Botafogo (RJ),32,1990,5.4,184,243,75.7,2786,1188,104,113,92,69,98,70.4,8,24,33.3,0,0.2,0.4,-0.2,5,12,4,2,10,Matches
581,Zé Rafael,br BRA,MF,Palmeiras,29,1993,28.5,1034,1194,86.6,19731,4514,385,427,90.2,489,535,91.4,133,174,76.4,3,1.9,0.9,1.1,19,114,5,0,142,Matches
582,Rafinha,br BRA,DF,São Paulo,37,1985,22.5,1619,1828,88.6,31119,11290,668,705,94.8,691,767,90.1,243,311,78.1,1,1.4,2.2,-0.4,23,190,32,12,187,Matches
583,Rai,br BRA,MF,Botafogo (RJ),20,2002,0,5,5,100,80,12,3,3,100,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,Matches
584,Eric Ramires,br BRA,MF,Bragantino,22,2000,15.3,572,695,82.3,9242,2382,306,341,89.7,210,239,87.9,49,75,65.3,3,1.6,1.5,1.4,15,73,14,2,80,Matches
585,Lucas Ramos,br BRA,FW,Internacional,22,2001,0,1,1,100,19,0,0,0,,1,1,100,0,0,,0,0,0,0,0,0,0,0,0,Matches
586,Raí Ramos,br BRA,DF,São Paulo,28,1994,3.1,124,150,82.7,2098,604,56,64,87.5,63,73,86.3,5,9,55.6,0,0.6,0.2,-0.6,2,10,2,1,14,Matches
587,Marcelo Rangel,br BRA,GK,Goiás,34,1988,3,58,81,71.6,1375,835,15,15,100,30,30,100,13,35,37.1,0,0,0,0,0,0,0,0,0,Matches
588,Pedro Rangel,br BRA,GK,Fluminense,22,2000,2,49,55,89.1,980,668,16,16,100,19,20,95,8,12,66.7,0,0,0,0,0,0,0,0,0,Matches
589,Raniele,br BRA,"MF,DF",Cuiabá,26,1996,32.1,827,1102,75,15425,4651,306,387,79.1,418,502,83.3,84,146,57.5,1,0.9,1.4,0.1,14,84,10,2,105,Matches
590,Rafael Ratão,br BRA,"FW,MF",Bahia,27,1995,8.7,245,319,76.8,3475,920,142,172,82.6,82,105,78.1,8,18,44.4,1,0.9,0.7,0.1,7,29,6,0,38,Matches
591,Wellington Rato,br BRA,"FW,MF",São Paulo,30,1992,19.6,719,991,72.6,13032,3478,358,407,88,241,327,73.7,99,208,47.6,4,3.7,4.4,0.3,49,55,32,8,68,Matches
592,Raul,br BRA,"MF,DF",Bragantino,26,1996,1.2,50,53,94.3,803,260,19,20,95,26,27,96.3,2,2,100,0,0,0,0,1,4,0,0,6,Matches
593,Pedro Raul,br BRA,FW,Vasco da Gama,26,1996,9.3,114,180,63.3,1350,222,79,115,68.7,27,40,67.5,1,4,25,0,0.9,0.9,-0.9,8,11,6,1,12,Matches
594,Leonardo Realpe,ec ECU,DF,Bragantino,21,2001,18.7,671,839,80,13522,5352,186,213,87.3,409,457,89.5,69,151,45.7,0,0.1,0.2,-0.1,4,61,1,1,77,Matches
595,Reinaldo,br BRA,FW,Ath Paranaense,21,2001,0.2,2,2,100,28,0,2,2,100,0,0,,0,0,,0,0,0,0,0,0,0,0,0,Matches
596,Reinaldo,br BRA,DF,Grêmio,33,1989,29.8,1227,1689,72.6,22542,10829,523,603,86.7,510,665,76.7,162,318,50.9,5,5.2,6.2,-0.2,56,115,41,15,161,Matches
597,Renê,br BRA,DF,Internacional,30,1992,25.4,1528,1874,81.5,27953,12276,658,727,90.5,666,794,83.9,182,273,66.7,1,1.9,2.5,-0.9,28,171,34,6,159,Matches
598,Réver,br BRA,"DF,FW",Atlético Mineiro,38,1985,1.3,46,53,86.8,1040,510,10,10,100,28,29,96.6,8,14,57.1,0,0,0,0,0,5,2,0,4,Matches
599,Rezende,br BRA,"MF,DF",Bahia,28,1995,30.1,1121,1326,84.5,18369,6030,518,587,88.2,510,570,89.5,72,100,72,3,1.3,1.4,1.7,15,125,7,1,102,Matches
600,Everton Ribeiro,br BRA,"FW,MF",Flamengo,33,1989,16.4,751,943,79.6,12091,3591,382,438,87.2,290,351,82.6,54,96,56.3,4,3.7,4.2,0.3,34,65,41,6,143,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
601,Wesley Ribeiro,br BRA,"FW,MF",Corinthians,17,2005,9.6,195,276,70.7,3222,722,101,126,80.2,78,97,80.4,12,28,42.9,1,1.2,1.6,-0.2,14,12,12,4,25,Matches
602,João Ricardo Riedi,br BRA,GK,Fortaleza,34,1988,31.9,503,749,67.2,14974,11041,77,77,100,214,220,97.3,206,443,46.5,0,0,0,0,0,8,1,0,1,Matches
603,Zé Ricardo,br BRA,MF,Goiás,23,1999,11.9,555,669,83,11346,3588,202,231,87.4,231,270,85.6,107,129,82.9,1,0.8,0.5,0.2,11,82,9,0,88,Matches
604,Richard,br BRA,MF,Cruzeiro,28,1994,3.8,223,253,88.1,4000,882,92,102,90.2,104,114,91.2,21,26,80.8,0,0.1,0.1,-0.1,3,19,0,0,8,Matches
605,Rikelme,br BRA,DF,Cuiabá,19,2003,26,760,1068,71.2,12214,5552,406,463,87.7,281,389,72.2,56,150,37.3,1,1.4,1.6,-0.4,18,59,21,13,81,Matches
606,Tomás Rincón,ve VEN,MF,Santos,35,1988,13.2,492,577,85.3,8396,2216,227,244,93,208,245,84.9,45,64,70.3,1,0.6,0.4,0.4,10,34,5,2,39,Matches
607,Richard Ríos,co COL,MF,Palmeiras,22,2000,20.6,634,792,80.1,11147,2057,287,334,85.9,275,321,85.7,60,81,74.1,1,1,1.2,0,10,53,9,4,63,Matches
608,Robert,br BRA,"MF,FW",Cruzeiro,17,2005,2.1,25,40,62.5,322,31,16,17,94.1,8,16,50,0,4,0,0,0,0,0,1,1,0,0,0,Matches
609,Zé Roberto,br BRA,"FW,MF",Coritiba,29,1993,5.8,86,134,64.2,1201,400,51,72,70.8,24,37,64.9,5,8,62.5,1,0.7,0.5,0.3,6,13,4,0,14,Matches
610,Robson,br BRA,"MF,FW",Coritiba,31,1991,26.1,457,722,63.3,7174,2419,266,351,75.8,142,216,65.7,38,87,43.7,4,2.3,2.7,1.7,24,42,24,10,68,Matches
611,Kaique Rocha,br BRA,DF,Ath Paranaense,21,2001,7.2,266,304,87.5,4887,1900,92,98,93.9,152,165,92.1,18,30,60,0,0.1,0,-0.1,2,6,0,0,9,Matches
612,Marcos Rocha,br BRA,DF,Palmeiras,34,1988,14,863,1081,79.8,18449,8068,262,292,89.7,422,489,86.3,169,261,64.8,1,0.9,1.4,0.1,19,104,21,8,95,Matches
613,Pedro Rocha Neves,br BRA,FW,Fortaleza,28,1994,0.4,6,8,75,80,27,3,4,75,3,3,100,0,0,,0,0.1,0,-0.1,1,0,0,0,0,Matches
614,Sergio Rochet,uy URU,GK,Internacional,29,1993,19,372,537,69.3,10238,7601,63,63,100,194,198,98,114,272,41.9,0,0,0,0,0,2,0,0,1,Matches
615,Rodrigo,br BRA,"MF,FW",São Paulo,18,2004,2.6,109,151,72.2,1417,324,71,84,84.5,27,38,71.1,5,10,50,0,0,0.2,0,0,8,4,2,8,Matches
