,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,157.00,Mateus Cocão,br BRA,MF,Vasco da Gama,20.00,"2,002.00",9.00,3.00,347.00,3.90,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.40,0.40,0.60,1.00,0.00,23.00,6.00,0.00,0.00,0.00,0.00,0.00,0.10,0.17,0.26,0.10,0.26,Matches
,158.00,Diego Costa,es ESP,FW,Botafogo (RJ),34.00,"1,988.00",13.00,3.00,517.00,5.70,3.00,0.00,3.00,3.00,0.00,0.00,6.00,0.00,1.90,1.90,0.10,2.00,9.00,14.00,42.00,0.52,0.00,0.52,0.52,0.52,0.33,0.02,0.35,0.33,0.35,Matches
,159.00,Philippe Costa,br BRA,FW,Goiás,22.00,"2,000.00",4.00,0.00,109.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.60,0.80,0.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.19,0.47,0.66,0.19,0.66,Matches
,160.00,Talles Costa,br BRA,"MF,FW",São Paulo,20.00,"2,002.00",7.00,1.00,135.00,1.50,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.20,0.00,0.30,5.00,10.00,6.00,0.00,0.00,0.00,0.00,0.00,0.16,0.01,0.17,0.16,0.17,Matches
,161.00,Lucas Crispim,br BRA,"MF,DF",Fortaleza,28.00,"1,994.00",17.00,5.00,488.00,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.40,0.70,11.00,49.00,23.00,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.12,0.04,0.12,Matches
,162.00,Franco Cristaldo,ar ARG,"MF,FW",Grêmio,26.00,"1,996.00",34.00,31.00,"2,131.00",23.70,8.00,5.00,13.00,5.00,3.00,4.00,0.00,0.00,6.60,3.60,4.50,8.10,23.00,131.00,142.00,0.34,0.21,0.55,0.21,0.42,0.28,0.19,0.47,0.15,0.34,Matches
,163.00,Tomás Cuello,ar ARG,"MF,FW",Ath Paranaense,22.00,"2,000.00",32.00,22.00,"2,055.00",22.80,0.00,4.00,4.00,0.00,0.00,0.00,5.00,0.00,1.50,1.50,4.70,6.20,81.00,71.00,173.00,0.00,0.18,0.18,0.00,0.18,0.07,0.20,0.27,0.07,0.27,Matches
,164.00,Víctor Cuesta,ar ARG,DF,Botafogo (RJ),34.00,"1,988.00",35.00,35.00,"3,150.00",35.00,1.00,1.00,2.00,1.00,0.00,0.00,9.00,0.00,2.40,2.20,0.80,3.00,10.00,120.00,7.00,0.03,0.03,0.06,0.03,0.06,0.07,0.02,0.09,0.06,0.09,Matches
,165.00,Cuiabano,br BRA,"DF,MF",Grêmio,19.00,"2,003.00",11.00,5.00,490.00,5.40,1.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,0.70,0.70,0.20,0.90,13.00,16.00,34.00,0.18,0.00,0.18,0.18,0.18,0.14,0.03,0.17,0.14,0.17,Matches
,166.00,Lucas Cunha,br BRA,DF,Bragantino,26.00,"1,997.00",1.00,1.00,70.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
,167.00,Matheus Cunha,br BRA,GK,Flamengo,21.00,"2,001.00",19.00,18.00,"1,580.00",17.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,168.00,Ian Custódio,br BRA,DF,Palmeiras,19.00,"2,003.00",1.00,0.00,17.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,169.00,João Dalla Corte,br BRA,DF,Internacional,16.00,"2,006.00",1.00,0.00,20.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,170.00,Danielzinho,br BRA,"FW,MF",Bahia,27.00,"1,996.00",5.00,0.00,79.00,0.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.30,4.00,20.00,4.00,0.00,0.00,0.00,0.00,0.00,0.05,0.27,0.31,0.05,0.31,Matches
,171.00,Danielzinho,br BRA,FW,Ath Paranaense,20.00,"2,002.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,172.00,Danielzinho,br BRA,MF,Fluminense,27.00,"1,996.00",12.00,8.00,612.00,6.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.40,1.30,1.60,19.00,65.00,21.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.24,0.05,0.24,Matches
,173.00,David,br BRA,"FW,MF",São Paulo,27.00,"1,995.00",22.00,6.00,733.00,8.10,2.00,2.00,4.00,2.00,0.00,0.00,5.00,0.00,3.10,3.10,1.20,4.30,24.00,25.00,80.00,0.25,0.25,0.49,0.25,0.49,0.38,0.14,0.52,0.38,0.52,Matches
,174.00,Giorgian De Arrascaeta,uy URU,"MF,FW",Flamengo,28.00,"1,994.00",28.00,22.00,"1,842.00",20.50,7.00,6.00,13.00,7.00,0.00,0.00,3.00,0.00,4.90,4.90,5.60,10.50,38.00,152.00,170.00,0.34,0.29,0.64,0.34,0.64,0.24,0.27,0.51,0.24,0.51,Matches
,175.00,Sergio Antonio De Luiz Junior,br BRA,"MF,DF",Vasco da Gama,27.00,"1,995.00",9.00,5.00,359.00,4.00,2.00,0.00,2.00,2.00,0.00,0.00,2.00,0.00,1.40,1.40,0.40,1.70,4.00,10.00,32.00,0.50,0.00,0.50,0.50,0.50,0.34,0.09,0.43,0.34,0.43,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,176.00,Denilson,br BRA,MF,Cuiabá,21.00,"2,001.00",33.00,23.00,"1,908.00",21.20,1.00,3.00,4.00,1.00,0.00,0.00,8.00,0.00,1.30,1.30,2.60,3.90,35.00,128.00,63.00,0.05,0.14,0.19,0.05,0.19,0.06,0.12,0.18,0.06,0.18,Matches
,177.00,Denzel,br BRA,FW,Goiás,20.00,"2,003.00",1.00,0.00,25.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,178.00,Deyverson,br BRA,FW,Cuiabá,31.00,"1,991.00",36.00,34.00,"2,906.00",32.30,12.00,2.00,14.00,9.00,3.00,4.00,6.00,0.00,12.30,9.40,2.70,12.10,17.00,73.00,152.00,0.37,0.06,0.43,0.28,0.34,0.38,0.08,0.46,0.29,0.37,Matches
,179.00,Leonel Di Plácido,ar ARG,DF,Botafogo (RJ),29.00,"1,994.00",32.00,25.00,"2,355.00",26.20,1.00,4.00,5.00,1.00,0.00,0.00,5.00,0.00,0.20,0.20,2.50,2.70,57.00,106.00,84.00,0.04,0.15,0.19,0.04,0.19,0.01,0.09,0.10,0.01,0.10,Matches
,180.00,Gabriel Dias,br BRA,DF,Vasco da Gama,28.00,"1,994.00",1.00,0.00,12.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,181.00,Jean Dias,br BRA,"FW,MF",Internacional,32.00,"1,990.00",10.00,1.00,321.00,3.60,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.30,1.30,12.00,5.00,26.00,0.28,0.28,0.56,0.28,0.56,0.28,0.09,0.37,0.28,0.37,Matches
,182.00,Luan Dias,br BRA,"MF,FW",Santos,25.00,"1,997.00",8.00,1.00,191.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,7.00,6.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
,183.00,Matheus Dias,br BRA,"MF,FW",Internacional,25.00,"1,997.00",14.00,6.00,405.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.10,0.10,0.10,0.30,9.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.06,0.03,0.06,Matches
,184.00,Diego,br BRA,DF,São Paulo,23.00,"1,999.00",23.00,20.00,"1,744.00",19.40,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.60,0.60,0.10,0.60,2.00,61.00,1.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
,185.00,Dieguinho,br BRA,"DF,FW",Goiás,27.00,"1,995.00",15.00,12.00,"1,080.00",12.00,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.40,0.40,0.80,1.20,27.00,42.00,34.00,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Matches
,186.00,Diogo,br BRA,"FW,MF",Coritiba,26.00,"1,996.00",15.00,9.00,756.00,8.40,1.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,2.70,2.70,0.30,2.90,7.00,10.00,26.00,0.12,0.12,0.24,0.12,0.24,0.32,0.03,0.35,0.32,0.35,Matches
,187.00,Dodi,br BRA,MF,Santos,26.00,"1,996.00",28.00,20.00,"1,721.00",19.10,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.90,0.90,0.50,1.40,19.00,27.00,18.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches
,188.00,Dodô,br BRA,DF,Atlético Mineiro,30.00,"1,992.00",1.00,1.00,59.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
,189.00,Dodô,br BRA,DF,Santos,30.00,"1,992.00",18.00,18.00,"1,426.00",15.80,0.00,1.00,1.00,0.00,0.00,0.00,4.00,0.00,0.50,0.50,1.70,2.20,26.00,82.00,42.00,0.00,0.06,0.06,0.00,0.06,0.03,0.11,0.14,0.03,0.14,Matches
,190.00,Dodô,br BRA,"MF,FW",Goiás,21.00,"2,001.00",15.00,0.00,323.00,3.60,2.00,0.00,2.00,2.00,0.00,0.00,1.00,0.00,1.20,1.20,0.40,1.70,7.00,13.00,9.00,0.56,0.00,0.56,0.56,0.56,0.34,0.12,0.46,0.34,0.46,Matches
,191.00,Thiago Dombroski,br BRA,DF,Coritiba,20.00,"2,002.00",7.00,7.00,504.00,5.60,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.10,0.10,0.00,0.10,5.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
,192.00,Halerrandrio dos Santos,br BRA,MF,Goiás,16.00,"2,006.00",1.00,0.00,29.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
,193.00,Thiago dos Santos,br BRA,"DF,MF",Fluminense,33.00,"1,989.00",16.00,9.00,819.00,9.10,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,0.20,0.20,0.10,0.30,10.00,50.00,3.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
,194.00,Henrique Dourado,br BRA,FW,Cruzeiro,33.00,"1,989.00",11.00,2.00,342.00,3.80,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,2.30,2.30,0.70,3.00,4.00,4.00,19.00,0.26,0.00,0.26,0.26,0.26,0.61,0.17,0.78,0.61,0.78,Matches
,195.00,David Duarte,br BRA,DF,Bahia,28.00,"1,995.00",11.00,10.00,867.00,9.60,1.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,0.60,0.60,0.00,0.60,5.00,17.00,0.00,0.10,0.00,0.10,0.10,0.10,0.06,0.00,0.06,0.06,0.06,Matches
,196.00,Dudu,br BRA,MF,Ath Paranaense,17.00,"2,006.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,197.00,Dudu,br BRA,FW,Palmeiras,31.00,"1,992.00",14.00,14.00,"1,076.00",12.00,3.00,3.00,6.00,3.00,0.00,0.00,0.00,0.00,2.40,2.40,3.40,5.80,78.00,74.00,127.00,0.25,0.25,0.50,0.25,0.50,0.20,0.28,0.49,0.20,0.49,Matches
,198.00,Éberth,br BRA,FW,Coritiba,19.00,"2,003.00",1.00,0.00,25.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
,199.00,Edenílson,br BRA,"MF,FW",Atlético Mineiro,33.00,"1,989.00",28.00,15.00,"1,368.00",15.20,1.00,2.00,3.00,1.00,0.00,0.00,1.00,0.00,0.50,0.50,1.80,2.30,24.00,57.00,50.00,0.07,0.13,0.20,0.07,0.20,0.03,0.12,0.15,0.03,0.15,Matches
,200.00,Eder,br BRA,DF,América (MG),27.00,"1,995.00",24.00,17.00,"1,566.00",17.40,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,0.40,0.40,0.20,0.50,9.00,54.00,4.00,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,201.00,EDU,br BRA,DF,Goiás,22.00,"2,000.00",9.00,4.00,435.00,4.80,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.40,0.10,0.50,1.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,Matches
,202.00,Edu,br BRA,"FW,MF",Coritiba,29.00,"1,993.00",10.00,2.00,320.00,3.60,2.00,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.50,2.50,0.40,3.00,5.00,7.00,17.00,0.56,0.00,0.56,0.56,0.56,0.72,0.12,0.83,0.72,0.83,Matches
,203.00,Carlos Eduardo,br BRA,"MF,FW",Atlético Mineiro,18.00,"2,004.00",2.00,0.00,12.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
,204.00,Carlos Eduardo,br BRA,MF,Botafogo (RJ),33.00,"1,989.00",34.00,32.00,"2,670.00",29.70,6.00,6.00,12.00,6.00,0.00,0.00,5.00,1.00,5.50,5.50,6.00,11.40,35.00,156.00,89.00,0.20,0.20,0.40,0.20,0.40,0.18,0.20,0.38,0.18,0.38,Matches
,205.00,Eguinaldo,br BRA,"FW,MF",Vasco da Gama,18.00,"2,004.00",4.00,0.00,67.00,0.70,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.00,0.10,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.08,0.05,0.13,0.08,0.13,Matches
,206.00,Rafael Elias,br BRA,FW,Cruzeiro,23.00,"1,999.00",12.00,6.00,540.00,6.00,1.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,2.50,2.50,0.50,3.00,8.00,10.00,36.00,0.17,0.00,0.17,0.17,0.17,0.42,0.08,0.50,0.42,0.50,Matches
,207.00,Rodrigo Ely,br BRA,DF,Grêmio,29.00,"1,993.00",9.00,8.00,665.00,7.40,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.10,0.10,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,208.00,Lucas Emmanuel,br BRA,FW,Goiás,22.00,"2,000.00",2.00,0.00,55.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,209.00,Leandro Emmanuel Martínez,ar ARG,MF,América (MG),28.00,"1,994.00",35.00,29.00,"2,541.00",28.20,1.00,5.00,6.00,1.00,0.00,0.00,4.00,0.00,3.30,3.30,4.50,7.70,70.00,155.00,104.00,0.04,0.18,0.21,0.04,0.21,0.12,0.16,0.27,0.12,0.27,Matches
,210.00,Alan Empereur,br BRA,DF,Cuiabá,28.00,"1,994.00",33.00,33.00,"2,950.00",32.80,1.00,1.00,2.00,1.00,0.00,0.00,9.00,0.00,0.50,0.50,0.80,1.30,31.00,138.00,7.00,0.03,0.03,0.06,0.03,0.06,0.01,0.02,0.04,0.01,0.04,Matches
,211.00,Endrick,br BRA,FW,Palmeiras,16.00,"2,006.00",31.00,18.00,"1,558.00",17.30,11.00,0.00,11.00,11.00,0.00,1.00,4.00,0.00,8.10,7.30,1.80,9.10,58.00,45.00,100.00,0.64,0.00,0.64,0.64,0.64,0.47,0.11,0.57,0.42,0.53,Matches
,212.00,Erick,br BRA,MF,Ath Paranaense,25.00,"1,997.00",33.00,30.00,"2,499.00",27.80,4.00,4.00,8.00,4.00,0.00,0.00,7.00,0.00,5.40,5.40,3.00,8.40,27.00,124.00,37.00,0.14,0.14,0.29,0.14,0.29,0.19,0.11,0.30,0.19,0.30,Matches
,213.00,Erison,br BRA,"FW,MF",São Paulo,23.00,"1,999.00",13.00,3.00,391.00,4.30,1.00,1.00,2.00,0.00,1.00,1.00,3.00,0.00,1.80,1.00,0.40,1.40,11.00,2.00,28.00,0.23,0.23,0.46,0.00,0.23,0.41,0.10,0.51,0.23,0.33,Matches
,214.00,Gonzalo Escobar,ar ARG,DF,Fortaleza,25.00,"1,997.00",13.00,6.00,579.00,6.40,0.00,1.00,1.00,0.00,0.00,0.00,4.00,0.00,0.30,0.30,0.20,0.50,11.00,25.00,53.00,0.00,0.16,0.16,0.00,0.16,0.04,0.04,0.08,0.04,0.08,Matches
,215.00,Lucas Esquivel,ar ARG,DF,Ath Paranaense,21.00,"2,001.00",19.00,18.00,"1,651.00",18.30,0.00,1.00,1.00,0.00,0.00,0.00,3.00,0.00,0.20,0.20,1.40,1.60,28.00,69.00,47.00,0.00,0.05,0.05,0.00,0.05,0.01,0.07,0.09,0.01,0.09,Matches
,216.00,Estevão,br BRA,MF,Internacional,20.00,"2,002.00",1.00,0.00,11.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.19,0.19,0.19,Matches
,217.00,Estevão,br BRA,FW,Palmeiras,16.00,"2,006.00",1.00,0.00,13.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
,218.00,Vitor Eudes,br BRA,GK,Fluminense,24.00,"1,998.00",1.00,1.00,90.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,219.00,Lucas Evangelista,br BRA,MF,Bragantino,27.00,"1,995.00",33.00,32.00,"2,722.00",30.20,1.00,6.00,7.00,1.00,0.00,0.00,6.00,0.00,3.70,3.70,7.10,10.80,34.00,165.00,151.00,0.03,0.20,0.23,0.03,0.23,0.12,0.23,0.36,0.12,0.36,Matches
,220.00,Everaldo,br BRA,"FW,MF",América (MG),28.00,"1,994.00",21.00,15.00,"1,233.00",13.70,1.00,3.00,4.00,1.00,0.00,0.00,7.00,0.00,1.20,1.20,2.20,3.50,54.00,52.00,101.00,0.07,0.22,0.29,0.07,0.29,0.09,0.16,0.25,0.09,0.25,Matches
,221.00,Éverson,br BRA,GK,Atlético Mineiro,32.00,"1,990.00",36.00,36.00,"3,240.00",36.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,222.00,Everton,br BRA,"FW,MF",Grêmio,25.00,"1,997.00",28.00,9.00,"1,212.00",13.50,6.00,2.00,8.00,6.00,0.00,0.00,2.00,0.00,3.50,3.50,1.10,4.70,21.00,50.00,64.00,0.45,0.15,0.59,0.45,0.59,0.26,0.08,0.35,0.26,0.35,Matches
,223.00,Bruno Fabiano Alves,br BRA,DF,Grêmio,31.00,"1,991.00",29.00,27.00,"2,450.00",27.20,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.50,0.50,0.00,0.60,6.00,36.00,1.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
,224.00,Fabinho,br BRA,MF,Palmeiras,20.00,"2,002.00",24.00,3.00,587.00,6.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.70,0.70,0.10,0.80,8.00,44.00,7.00,0.00,0.00,0.00,0.00,0.00,0.10,0.01,0.12,0.10,0.12,Matches
,225.00,Fábio,br BRA,GK,Fluminense,42.00,"1,980.00",35.00,35.00,"3,150.00",35.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,226.00,Fábio,br BRA,"DF,MF",Grêmio,32.00,"1,990.00",15.00,12.00,871.00,9.70,0.00,2.00,2.00,0.00,0.00,0.00,5.00,0.00,0.20,0.20,0.80,1.00,23.00,42.00,70.00,0.00,0.21,0.21,0.00,0.21,0.02,0.08,0.10,0.02,0.10,Matches
,227.00,Fagner,br BRA,DF,Corinthians,33.00,"1,989.00",30.00,22.00,"2,095.00",23.30,0.00,1.00,1.00,0.00,0.00,0.00,10.00,0.00,0.30,0.30,2.30,2.60,45.00,138.00,83.00,0.00,0.04,0.04,0.00,0.04,0.01,0.10,0.11,0.01,0.11,Matches
,228.00,Willian Farias,br BRA,MF,Coritiba,33.00,"1,989.00",16.00,11.00,959.00,10.70,0.00,0.00,0.00,0.00,0.00,0.00,5.00,1.00,0.20,0.20,0.00,0.30,6.00,41.00,2.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Matches
,229.00,Luiz Felipe,br BRA,DF,Santos,29.00,"1,993.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,230.00,Marcos Felipe,br BRA,GK,Bahia,26.00,"1,996.00",37.00,37.00,"3,330.00",37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,231.00,Matheus Felipe,br BRA,DF,Ath Paranaense,24.00,"1,998.00",9.00,7.00,532.00,5.90,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.20,4.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
,232.00,Danilo Fernandes,br BRA,GK,Bahia,34.00,"1,988.00",1.00,1.00,37.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,233.00,Lucas Fernandes,br BRA,MF,Botafogo (RJ),25.00,"1,997.00",13.00,5.00,473.00,5.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.10,1.10,0.50,1.60,14.00,35.00,27.00,0.00,0.00,0.00,0.00,0.00,0.21,0.10,0.31,0.21,0.31,Matches
,234.00,Matheus Fernandes,br BRA,MF,Bragantino,24.00,"1,998.00",33.00,31.00,"2,336.00",26.00,1.00,3.00,4.00,1.00,0.00,0.00,8.00,0.00,0.80,0.80,1.50,2.30,41.00,143.00,46.00,0.04,0.12,0.15,0.04,0.15,0.03,0.06,0.09,0.03,0.09,Matches
,235.00,Nathan Fernandes,br BRA,"FW,MF",Grêmio,17.00,"2,005.00",11.00,2.00,378.00,4.20,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.20,1.10,15.00,10.00,40.00,0.24,0.24,0.48,0.24,0.48,0.23,0.04,0.27,0.23,0.27,Matches
,236.00,Gatito Fernández,py PAR,GK,Botafogo (RJ),34.00,"1,988.00",1.00,0.00,45.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,237.00,Leonardo Fernández,uy URU,"MF,FW",Fluminense,24.00,"1,998.00",18.00,8.00,658.00,7.30,1.00,0.00,1.00,1.00,0.00,1.00,2.00,0.00,1.50,0.70,1.00,1.70,25.00,45.00,69.00,0.14,0.00,0.14,0.14,0.14,0.20,0.14,0.35,0.10,0.24,Matches
,238.00,Rodrigo Fernández,uy URU,MF,Santos,27.00,"1,996.00",30.00,24.00,"2,014.00",22.40,1.00,0.00,1.00,1.00,0.00,0.00,12.00,1.00,1.00,1.00,0.10,1.10,18.00,74.00,8.00,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches
,239.00,Fernandinho,br BRA,MF,Ath Paranaense,37.00,"1,985.00",25.00,23.00,"1,935.00",21.50,1.00,3.00,4.00,0.00,1.00,1.00,11.00,1.00,1.20,0.40,2.00,2.40,35.00,192.00,52.00,0.05,0.14,0.19,0.00,0.14,0.06,0.09,0.15,0.02,0.11,Matches
