,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,571.00,Mateo Ponte,uy URU,DF,Botafogo (RJ),19.00,"2,003.00",1.00,0.00,22.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,572.00,William Pottker,br BRA,"FW,MF",Coritiba,29.00,"1,993.00",4.00,1.00,116.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.20,0.20,0.10,0.20,4.00,2.00,8.00,0.00,0.00,0.00,0.00,0.00,0.12,0.05,0.17,0.12,0.17,Matches
,573.00,Bruno Praxedes,br BRA,MF,Vasco da Gama,20.00,"2,002.00",21.00,18.00,"1,340.00",14.90,1.00,2.00,3.00,1.00,0.00,0.00,2.00,0.00,1.80,1.80,1.00,2.70,39.00,77.00,36.00,0.07,0.13,0.20,0.07,0.20,0.12,0.06,0.18,0.12,0.18,Matches
,574.00,Bruno Praxedes,br BRA,MF,Bragantino,20.00,"2,002.00",1.00,0.00,8.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,575.00,Erick Pulgar,cl CHI,MF,Flamengo,29.00,"1,994.00",25.00,22.00,"2,000.00",22.20,2.00,3.00,5.00,2.00,0.00,0.00,9.00,0.00,0.90,0.90,1.90,2.80,16.00,137.00,31.00,0.09,0.14,0.23,0.09,0.23,0.04,0.09,0.13,0.04,0.13,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,576.00,Nicolás Quagliata,uy URU,"FW,MF",Cuiabá,23.00,"1,999.00",9.00,0.00,233.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.40,0.70,13.00,7.00,28.00,0.00,0.00,0.00,0.00,0.00,0.09,0.16,0.26,0.09,0.26,Matches
,577.00,Du Queiroz,br BRA,"MF,DF",Corinthians,23.00,"2,000.00",3.00,2.00,176.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,7.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
,578.00,Yani Quintero,co COL,MF,Bragantino,20.00,"2,002.00",3.00,1.00,101.00,1.10,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,579.00,Igor Rabello,br BRA,DF,Atlético Mineiro,27.00,"1,995.00",11.00,7.00,692.00,7.70,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.10,0.10,2.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01,0.01,Matches
,580.00,Rafael,br BRA,DF,Botafogo (RJ),32.00,"1,990.00",9.00,8.00,482.00,5.40,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.00,0.00,0.20,0.30,12.00,10.00,4.00,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Matches
,581.00,Zé Rafael,br BRA,MF,Palmeiras,29.00,"1,993.00",31.00,31.00,"2,565.00",28.50,3.00,3.00,6.00,3.00,0.00,0.00,10.00,0.00,2.10,2.10,1.90,4.00,42.00,142.00,39.00,0.11,0.11,0.21,0.11,0.21,0.07,0.07,0.14,0.07,0.14,Matches
,582.00,Rafinha,br BRA,DF,São Paulo,37.00,"1,985.00",25.00,23.00,"2,027.00",22.50,0.00,1.00,1.00,0.00,0.00,0.00,11.00,1.00,0.10,0.10,1.40,1.50,40.00,187.00,46.00,0.00,0.04,0.04,0.00,0.04,0.00,0.06,0.07,0.00,0.07,Matches
,583.00,Rai,br BRA,MF,Botafogo (RJ),20.00,"2,002.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,584.00,Eric Ramires,br BRA,MF,Bragantino,22.00,"2,000.00",23.00,17.00,"1,376.00",15.30,3.00,3.00,6.00,3.00,0.00,0.00,1.00,1.00,2.50,2.50,1.60,4.10,22.00,80.00,50.00,0.20,0.20,0.39,0.20,0.39,0.16,0.11,0.27,0.16,0.27,Matches
,585.00,Lucas Ramos,br BRA,FW,Internacional,22.00,"2,001.00",1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,586.00,Raí Ramos,br BRA,DF,São Paulo,28.00,"1,994.00",6.00,4.00,282.00,3.10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.60,0.70,5.00,14.00,12.00,0.00,0.00,0.00,0.00,0.00,0.04,0.18,0.22,0.04,0.22,Matches
,587.00,Marcelo Rangel,br BRA,GK,Goiás,34.00,"1,988.00",3.00,3.00,270.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,588.00,Pedro Rangel,br BRA,GK,Fluminense,22.00,"2,000.00",2.00,2.00,180.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,589.00,Raniele,br BRA,"MF,DF",Cuiabá,26.00,"1,996.00",35.00,34.00,"2,885.00",32.10,3.00,1.00,4.00,3.00,0.00,0.00,10.00,0.00,2.80,2.80,0.90,3.70,37.00,105.00,38.00,0.09,0.03,0.12,0.09,0.12,0.09,0.03,0.11,0.09,0.11,Matches
,590.00,Rafael Ratão,br BRA,"FW,MF",Bahia,27.00,"1,995.00",18.00,8.00,779.00,8.70,4.00,1.00,5.00,4.00,0.00,0.00,2.00,0.00,2.90,2.90,0.90,3.80,13.00,38.00,61.00,0.46,0.12,0.58,0.46,0.58,0.33,0.11,0.43,0.33,0.43,Matches
,591.00,Wellington Rato,br BRA,"FW,MF",São Paulo,30.00,"1,992.00",32.00,21.00,"1,763.00",19.60,0.00,4.00,4.00,0.00,0.00,1.00,6.00,0.00,3.00,2.20,3.70,5.90,46.00,68.00,186.00,0.00,0.20,0.20,0.00,0.20,0.15,0.19,0.34,0.11,0.30,Matches
,592.00,Raul,br BRA,"MF,DF",Bragantino,26.00,"1,996.00",3.00,1.00,107.00,1.20,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,1.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.04,Matches
,593.00,Pedro Raul,br BRA,FW,Vasco da Gama,26.00,"1,996.00",12.00,9.00,835.00,9.30,2.00,0.00,2.00,2.00,0.00,0.00,3.00,0.00,2.60,2.60,0.90,3.50,5.00,12.00,40.00,0.22,0.00,0.22,0.22,0.22,0.28,0.10,0.38,0.28,0.38,Matches
,594.00,Leonardo Realpe,ec ECU,DF,Bragantino,21.00,"2,001.00",21.00,19.00,"1,680.00",18.70,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,0.50,0.50,0.10,0.70,15.00,77.00,3.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
,595.00,Reinaldo,br BRA,FW,Ath Paranaense,21.00,"2,001.00",1.00,0.00,16.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0.31,0.31,0.31,Matches
,596.00,Reinaldo,br BRA,DF,Grêmio,33.00,"1,989.00",30.00,30.00,"2,681.00",29.80,2.00,5.00,7.00,1.00,1.00,1.00,11.00,2.00,2.70,1.90,5.20,7.10,41.00,161.00,143.00,0.07,0.17,0.23,0.03,0.20,0.09,0.17,0.27,0.06,0.24,Matches
,597.00,Renê,br BRA,DF,Internacional,30.00,"1,992.00",28.00,24.00,"2,283.00",25.40,1.00,1.00,2.00,1.00,0.00,0.00,5.00,0.00,0.60,0.60,1.90,2.50,55.00,159.00,55.00,0.04,0.04,0.08,0.04,0.08,0.02,0.08,0.10,0.02,0.10,Matches
,598.00,Réver,br BRA,"DF,FW",Atlético Mineiro,38.00,"1,985.00",9.00,1.00,117.00,1.30,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,599.00,Rezende,br BRA,"MF,DF",Bahia,28.00,"1,995.00",33.00,32.00,"2,705.00",30.10,2.00,3.00,5.00,2.00,0.00,0.00,9.00,1.00,0.90,0.90,1.30,2.30,29.00,102.00,36.00,0.07,0.10,0.17,0.07,0.17,0.03,0.04,0.08,0.03,0.08,Matches
,600.00,Everton Ribeiro,br BRA,"FW,MF",Flamengo,33.00,"1,989.00",30.00,15.00,"1,475.00",16.40,3.00,4.00,7.00,3.00,0.00,0.00,3.00,0.00,1.50,1.50,3.70,5.20,36.00,143.00,97.00,0.18,0.24,0.43,0.18,0.43,0.09,0.23,0.32,0.09,0.32,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,601.00,Wesley Ribeiro,br BRA,"FW,MF",Corinthians,17.00,"2,005.00",24.00,7.00,861.00,9.60,1.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,0.50,0.50,1.20,1.70,60.00,25.00,97.00,0.10,0.10,0.21,0.10,0.21,0.05,0.13,0.18,0.05,0.18,Matches
,602.00,João Ricardo Riedi,br BRA,GK,Fortaleza,34.00,"1,988.00",32.00,32.00,"2,868.00",31.90,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,603.00,Zé Ricardo,br BRA,MF,Goiás,23.00,"1,999.00",13.00,13.00,"1,070.00",11.90,0.00,1.00,1.00,0.00,0.00,0.00,5.00,0.00,0.30,0.30,0.80,1.20,16.00,88.00,11.00,0.00,0.08,0.08,0.00,0.08,0.03,0.07,0.10,0.03,0.10,Matches
,604.00,Richard,br BRA,MF,Cruzeiro,28.00,"1,994.00",4.00,4.00,345.00,3.80,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.40,0.40,0.10,0.50,1.00,8.00,4.00,0.00,0.00,0.00,0.00,0.00,0.11,0.02,0.12,0.11,0.12,Matches
,605.00,Rikelme,br BRA,DF,Cuiabá,19.00,"2,003.00",31.00,27.00,"2,338.00",26.00,1.00,1.00,2.00,1.00,0.00,0.00,3.00,0.00,0.80,0.80,1.40,2.10,22.00,81.00,97.00,0.04,0.04,0.08,0.04,0.08,0.03,0.05,0.08,0.03,0.08,Matches
,606.00,Tomás Rincón,ve VEN,MF,Santos,35.00,"1,988.00",16.00,14.00,"1,187.00",13.20,2.00,1.00,3.00,2.00,0.00,0.00,5.00,0.00,1.40,1.40,0.60,2.00,9.00,39.00,15.00,0.15,0.08,0.23,0.15,0.23,0.11,0.05,0.15,0.11,0.15,Matches
,607.00,Richard Ríos,co COL,MF,Palmeiras,22.00,"2,000.00",37.00,20.00,"1,853.00",20.60,2.00,1.00,3.00,2.00,0.00,0.00,6.00,0.00,1.20,1.20,1.00,2.10,41.00,63.00,67.00,0.10,0.05,0.15,0.10,0.15,0.06,0.05,0.10,0.06,0.10,Matches
,608.00,Robert,br BRA,"MF,FW",Cruzeiro,17.00,"2,005.00",9.00,1.00,186.00,2.10,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,1.10,4.00,0.00,19.00,0.48,0.00,0.48,0.48,0.48,0.50,0.01,0.52,0.50,0.52,Matches
,609.00,Zé Roberto,br BRA,"FW,MF",Coritiba,29.00,"1,993.00",10.00,7.00,523.00,5.80,1.00,1.00,2.00,1.00,0.00,0.00,4.00,1.00,0.40,0.40,0.70,1.10,7.00,14.00,27.00,0.17,0.17,0.34,0.17,0.34,0.06,0.13,0.19,0.06,0.19,Matches
,610.00,Robson,br BRA,"MF,FW",Coritiba,31.00,"1,991.00",32.00,30.00,"2,351.00",26.10,12.00,4.00,16.00,5.00,7.00,8.00,13.00,0.00,10.60,4.20,2.30,6.50,32.00,68.00,146.00,0.46,0.15,0.61,0.19,0.34,0.40,0.09,0.49,0.16,0.25,Matches
,611.00,Kaique Rocha,br BRA,DF,Ath Paranaense,21.00,"2,001.00",10.00,7.00,649.00,7.20,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.20,0.20,0.10,0.30,2.00,9.00,0.00,0.14,0.00,0.14,0.14,0.14,0.03,0.01,0.04,0.03,0.04,Matches
,612.00,Marcos Rocha,br BRA,DF,Palmeiras,34.00,"1,988.00",20.00,15.00,"1,264.00",14.00,1.00,1.00,2.00,1.00,0.00,0.00,1.00,0.00,0.40,0.40,0.90,1.20,20.00,95.00,31.00,0.07,0.07,0.14,0.07,0.14,0.03,0.06,0.09,0.03,0.09,Matches
,613.00,Pedro Rocha Neves,br BRA,FW,Fortaleza,28.00,"1,994.00",3.00,0.00,34.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.10,0.10,2.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.00,0.17,Matches
,614.00,Sergio Rochet,uy URU,GK,Internacional,29.00,"1,993.00",19.00,19.00,"1,710.00",19.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,615.00,Rodrigo,br BRA,"MF,FW",São Paulo,18.00,"2,004.00",11.00,1.00,232.00,2.60,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.10,0.10,0.00,0.10,13.00,8.00,21.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
,616.00,James Rodríguez,co COL,"MF,FW",São Paulo,31.00,"1,991.00",12.00,9.00,635.00,7.10,1.00,2.00,3.00,1.00,0.00,1.00,0.00,0.00,2.00,0.70,1.20,1.90,12.00,65.00,44.00,0.14,0.28,0.43,0.14,0.43,0.28,0.17,0.46,0.09,0.27,Matches
,617.00,Rodriguinho,br BRA,"DF,MF",América (MG),19.00,"2,003.00",20.00,15.00,"1,247.00",13.90,2.00,3.00,5.00,2.00,0.00,0.00,1.00,0.00,0.50,0.50,2.80,3.40,50.00,36.00,96.00,0.14,0.22,0.36,0.14,0.36,0.04,0.20,0.24,0.04,0.24,Matches
,618.00,Matías Rojas,py PAR,"MF,FW",Corinthians,27.00,"1,995.00",15.00,7.00,634.00,7.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.80,0.80,1.00,1.80,13.00,30.00,27.00,0.00,0.14,0.14,0.00,0.14,0.11,0.14,0.26,0.11,0.26,Matches
,619.00,Romarinho,br BRA,"FW,MF",Fortaleza,28.00,"1,994.00",11.00,2.00,288.00,3.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,0.50,0.90,1.50,21.00,18.00,30.00,0.00,0.00,0.00,0.00,0.00,0.17,0.29,0.46,0.17,0.46,Matches
,620.00,Ángel Romero,py PAR,FW,Corinthians,30.00,"1,992.00",22.00,13.00,"1,196.00",13.30,8.00,1.00,9.00,8.00,0.00,0.00,2.00,0.00,3.80,3.80,2.60,6.40,41.00,49.00,131.00,0.60,0.08,0.68,0.60,0.68,0.29,0.20,0.48,0.29,0.48,Matches
,621.00,Silvio Romero,ar ARG,FW,Fortaleza,34.00,"1,988.00",17.00,3.00,398.00,4.40,2.00,1.00,3.00,2.00,0.00,0.00,2.00,0.00,1.60,1.60,1.20,2.70,3.00,5.00,27.00,0.45,0.23,0.68,0.45,0.68,0.36,0.26,0.62,0.36,0.62,Matches
,622.00,Rômulo,br BRA,"FW,MF",Ath Paranaense,20.00,"2,002.00",18.00,5.00,509.00,5.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.50,1.50,0.10,1.60,13.00,11.00,39.00,0.00,0.00,0.00,0.00,0.00,0.27,0.02,0.29,0.27,0.29,Matches
,623.00,Romulo,br BRA,"MF,DF",Internacional,22.00,"2,000.00",20.00,12.00,"1,216.00",13.50,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,1.00,1.00,0.20,1.20,12.00,37.00,29.00,0.07,0.00,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Matches
,624.00,Ronald,br BRA,MF,Grêmio,19.00,"2,003.00",10.00,5.00,418.00,4.60,1.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.60,0.60,0.30,0.90,3.00,21.00,4.00,0.22,0.00,0.22,0.22,0.22,0.12,0.07,0.19,0.12,0.19,Matches
,625.00,Ronald,br BRA,MF,Cuiabá,25.00,"1,997.00",21.00,4.00,585.00,6.50,2.00,1.00,3.00,2.00,0.00,0.00,2.00,0.00,0.80,0.80,1.00,1.80,24.00,49.00,21.00,0.31,0.15,0.46,0.31,0.46,0.13,0.15,0.28,0.13,0.28,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,626.00,Budiga Roni,br BRA,MF,Corinthians,23.00,"1,999.00",15.00,7.00,676.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.30,0.40,4.00,24.00,1.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
,627.00,Lucas Ronier,br BRA,"FW,MF",Coritiba,18.00,"2,004.00",2.00,0.00,55.00,0.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,628.00,Rony,br BRA,FW,Palmeiras,27.00,"1,995.00",30.00,19.00,"1,639.00",18.20,5.00,0.00,5.00,5.00,0.00,0.00,3.00,0.00,6.10,6.10,1.60,7.70,17.00,11.00,99.00,0.27,0.00,0.27,0.27,0.27,0.34,0.09,0.42,0.34,0.42,Matches
,629.00,Vitor Roque,br BRA,FW,Ath Paranaense,17.00,"2,005.00",25.00,19.00,"1,714.00",19.00,12.00,3.00,15.00,12.00,0.00,0.00,6.00,0.00,8.80,8.80,1.20,10.00,40.00,22.00,111.00,0.63,0.16,0.79,0.63,0.79,0.46,0.06,0.53,0.46,0.53,Matches
,630.00,Diego Rosa,br BRA,"MF,DF",Bahia,20.00,"2,002.00",11.00,0.00,246.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.30,0.00,0.40,3.00,13.00,5.00,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.13,0.12,0.13,Matches
,631.00,Rossi,br BRA,"MF,FW",Vasco da Gama,29.00,"1,993.00",9.00,4.00,397.00,4.40,1.00,4.00,5.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.80,1.80,6.00,21.00,48.00,0.23,0.91,1.13,0.23,1.13,0.21,0.18,0.39,0.21,0.39,Matches
,632.00,Agustín Rossi,ar ARG,GK,Flamengo,27.00,"1,995.00",15.00,15.00,"1,350.00",15.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,633.00,Rubens,br BRA,"DF,MF",Atlético Mineiro,21.00,"2,001.00",24.00,14.00,"1,352.00",15.00,1.00,1.00,2.00,1.00,0.00,0.00,5.00,0.00,1.10,1.10,1.10,2.20,39.00,53.00,88.00,0.07,0.07,0.13,0.07,0.13,0.07,0.07,0.14,0.07,0.14,Matches
,634.00,Daniel Ruiz Rivera,co COL,"FW,MF",Santos,21.00,"2,001.00",9.00,2.00,247.00,2.70,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.50,0.60,5.00,10.00,15.00,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Matches
,635.00,Rwan,br BRA,"MF,FW",Vasco da Gama,21.00,"2,001.00",2.00,0.00,34.00,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,0.00,3.00,2.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
,636.00,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),28.00,"1,994.00",33.00,27.00,"2,127.00",23.60,4.00,4.00,8.00,4.00,0.00,0.00,3.00,0.00,5.00,5.00,1.90,6.90,73.00,42.00,226.00,0.17,0.17,0.34,0.17,0.34,0.21,0.08,0.29,0.21,0.29,Matches
,637.00,Arthur Sales,br BRA,"FW,MF",Bahia,20.00,"2,002.00",9.00,2.00,290.00,3.20,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.90,0.90,0.30,1.20,4.00,7.00,27.00,0.31,0.00,0.31,0.31,0.31,0.28,0.08,0.37,0.28,0.37,Matches
,638.00,Andreas Samaris,gr GRE,MF,Coritiba,33.00,"1,989.00",4.00,4.00,183.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.10,0.10,0.00,0.10,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
,639.00,Philipe Sampaio,br BRA,DF,Botafogo (RJ),28.00,"1,994.00",12.00,4.00,498.00,5.50,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.10,0.10,0.00,0.20,4.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
,640.00,Sander,br BRA,DF,Goiás,32.00,"1,990.00",21.00,17.00,"1,542.00",17.10,0.00,3.00,3.00,0.00,0.00,0.00,1.00,0.00,0.80,0.80,1.80,2.60,30.00,85.00,87.00,0.00,0.18,0.18,0.00,0.18,0.05,0.11,0.15,0.05,0.15,Matches
,641.00,Sandry,br BRA,MF,Santos,20.00,"2,002.00",5.00,2.00,190.00,2.10,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.10,0.10,0.00,10.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
,642.00,Alex Santana,br BRA,MF,Ath Paranaense,27.00,"1,995.00",21.00,9.00,"1,002.00",11.10,3.00,0.00,3.00,3.00,0.00,0.00,6.00,1.00,1.20,1.20,0.20,1.30,20.00,46.00,17.00,0.27,0.00,0.27,0.27,0.27,0.10,0.01,0.12,0.10,0.12,Matches
,643.00,Santos,br BRA,GK,Flamengo,32.00,"1,990.00",6.00,5.00,490.00,5.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
,644.00,Ademir Santos,br BRA,"FW,MF",Bahia,27.00,"1,995.00",33.00,19.00,"1,740.00",19.30,6.00,1.00,7.00,6.00,0.00,0.00,6.00,0.00,8.10,8.10,2.10,10.20,83.00,74.00,182.00,0.31,0.05,0.36,0.31,0.36,0.42,0.11,0.53,0.42,0.53,Matches
,645.00,Allyson Aires dos Santos,br BRA,DF,Cuiabá,32.00,"1,990.00",16.00,14.00,"1,133.00",12.60,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.40,0.40,0.00,0.40,5.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches
,646.00,Andrey Santos,br BRA,MF,Vasco da Gama,18.00,"2,004.00",6.00,6.00,421.00,4.70,1.00,0.00,1.00,1.00,0.00,0.00,3.00,0.00,1.20,1.20,0.10,1.30,4.00,14.00,12.00,0.21,0.00,0.21,0.21,0.21,0.26,0.02,0.28,0.26,0.28,Matches
,647.00,Bruno Araújo dos Santos,br BRA,DF,Goiás,29.00,"1,993.00",8.00,4.00,454.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.10,0.10,0.20,0.30,4.00,20.00,14.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches
,648.00,Eduardo Santos,br BRA,DF,Bragantino,25.00,"1,997.00",13.00,11.00,"1,020.00",11.30,1.00,0.00,1.00,1.00,0.00,0.00,2.00,0.00,0.90,0.90,0.00,1.00,11.00,38.00,2.00,0.09,0.00,0.09,0.09,0.09,0.08,0.00,0.09,0.08,0.09,Matches
,649.00,Fábio Santos,br BRA,DF,Corinthians,37.00,"1,985.00",25.00,20.00,"1,673.00",18.60,4.00,1.00,5.00,0.00,4.00,5.00,7.00,0.00,4.00,0.10,0.40,0.50,24.00,81.00,59.00,0.22,0.05,0.27,0.00,0.05,0.22,0.02,0.24,0.01,0.03,Matches
,650.00,Juan Santos,br BRA,FW,São Paulo,20.00,"2,002.00",27.00,13.00,"1,279.00",14.20,1.00,1.00,2.00,1.00,0.00,0.00,2.00,0.00,2.70,2.70,2.00,4.70,32.00,25.00,124.00,0.07,0.07,0.14,0.07,0.14,0.19,0.14,0.33,0.19,0.33,Matches
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
,651.00,Júnior Santos,br BRA,FW,Botafogo (RJ),28.00,"1,994.00",37.00,30.00,"2,163.00",24.00,7.00,1.00,8.00,7.00,0.00,0.00,2.00,0.00,6.60,6.60,2.30,8.90,121.00,48.00,207.00,0.29,0.04,0.33,0.29,0.33,0.28,0.09,0.37,0.28,0.37,Matches
